"","Line","Trial","Survival","Experiment"
"660","VIR13851","RM19",90,"VIR"
"661","VIR13852","CR15",0,"VIR"
"662","VIR13852","SP15",60,"VIR"
"663","VIR13852","CR16",0,"VIR"
"664","VIR13852","SP16",0,"VIR"
"665","VIR13852","AB16",60,"VIR"
"666","VIR13852","AL16",80,"VIR"
"667","VIR13852","BZ16",100,"VIR"
"668","VIR13852","IT16",100,"VIR"
"669","VIR13852","ME16",60,"VIR"
"670","VIR13852","RM19",100,"VIR"
"671","VIR13853","CR15",0,"VIR"
"672","VIR13853","SP15",60,"VIR"
"673","VIR13853","CR16",0,"VIR"
"674","VIR13853","SP16",0,"VIR"
"675","VIR13853","AB16",40,"VIR"
"676","VIR13853","AL16",60,"VIR"
"677","VIR13853","BZ16",100,"VIR"
"678","VIR13853","IT16",100,"VIR"
"679","VIR13853","ME16",80,"VIR"
"680","VIR13853","RM19",100,"VIR"
"681","VIR13854","CR15",0,"VIR"
"682","VIR13854","SP15",60,"VIR"
"683","VIR13854","CR16",0,"VIR"
"684","VIR13854","SP16",0,"VIR"
"685","VIR13854","AB16",20,"VIR"
"686","VIR13854","AL16",50,"VIR"
"687","VIR13854","BZ16",100,"VIR"
"688","VIR13854","IT16",100,"VIR"
"689","VIR13854","ME16",20,"VIR"
"690","VIR13854","RM19",100,"VIR"
"691","VIR13859","CR15",0,"VIR"
"692","VIR13859","SP15",60,"VIR"
"693","VIR13859","CR16",0,"VIR"
"694","VIR13859","SP16",0,"VIR"
"695","VIR13859","AB16",90,"VIR"
"696","VIR13859","AL16",70,"VIR"
"697","VIR13859","BZ16",100,"VIR"
"698","VIR13859","IT16",100,"VIR"
"699","VIR13859","ME16",50,"VIR"
"700","VIR13859","RM19",100,"VIR"
"701","VIR13866","CR15",0,"VIR"
"702","VIR13866","SP15",60,"VIR"
"703","VIR13866","CR16",0,"VIR"
"704","VIR13866","SP16",0,"VIR"
"705","VIR13866","AB16",90,"VIR"
"706","VIR13866","AL16",80,"VIR"
"707","VIR13866","BZ16",100,"VIR"
"708","VIR13866","IT16",98,"VIR"
"709","VIR13866","ME16",40,"VIR"
"710","VIR13866","RM19",100,"VIR"
"711","VIR13879","CR15",0,"VIR"
"712","VIR13879","SP15",60,"VIR"
"713","VIR13879","CR16",0,"VIR"
"714","VIR13879","SP16",0,"VIR"
"715","VIR13879","AB16",80,"VIR"
"716","VIR13879","AL16",70,"VIR"
"717","VIR13879","BZ16",100,"VIR"
"718","VIR13879","IT16",98,"VIR"
"719","VIR13879","ME16",40,"VIR"
"720","VIR13879","RM19",100,"VIR"
"721","VIR13893","CR15",0,"VIR"
"722","VIR13893","SP15",60,"VIR"
"723","VIR13893","CR16",0,"VIR"
"724","VIR13893","SP16",0,"VIR"
"725","VIR13893","AB16",30,"VIR"
"726","VIR13893","AL16",60,"VIR"
"727","VIR13893","BZ16",100,"VIR"
"728","VIR13893","IT16",98,"VIR"
"729","VIR13893","ME16",50,"VIR"
"730","VIR13893","RM19",100,"VIR"
"731","VIR13894","CR15",0,"VIR"
"732","VIR13894","SP15",60,"VIR"
"733","VIR13894","CR16",0,"VIR"
"734","VIR13894","SP16",0,"VIR"
"735","VIR13894","AB16",100,"VIR"
"736","VIR13894","AL16",80,"VIR"
"737","VIR13894","BZ16",100,"VIR"
"738","VIR13894","IT16",95,"VIR"
"739","VIR13894","ME16",60,"VIR"
"740","VIR13894","RM19",100,"VIR"
"741","VIR13898","CR15",0,"VIR"
"742","VIR13898","SP15",50,"VIR"
"743","VIR13898","CR16",0,"VIR"
"744","VIR13898","SP16",0,"VIR"
"745","VIR13898","AB16",90,"VIR"
"746","VIR13898","AL16",80,"VIR"
"747","VIR13898","BZ16",100,"VIR"
"748","VIR13898","IT16",98,"VIR"
"749","VIR13898","ME16",60,"VIR"
"750","VIR13898","RM19",70,"VIR"
"751","VIR13905","CR15",0,"VIR"
"752","VIR13905","SP15",60,"VIR"
"753","VIR13905","CR16",0,"VIR"
"754","VIR13905","SP16",0,"VIR"
"755","VIR13905","AB16",100,"VIR"
"756","VIR13905","AL16",60,"VIR"
"757","VIR13905","BZ16",100,"VIR"
"758","VIR13905","IT16",98,"VIR"
"759","VIR13905","ME16",50,"VIR"
"760","VIR13905","RM19",90,"VIR"
"761","VIR13906","CR15",0,"VIR"
"762","VIR13906","SP15",60,"VIR"
"763","VIR13906","CR16",0,"VIR"
"764","VIR13906","SP16",0,"VIR"
"765","VIR13906","AB16",100,"VIR"
"766","VIR13906","AL16",70,"VIR"
"767","VIR13906","BZ16",100,"VIR"
"768","VIR13906","IT16",100,"VIR"
"769","VIR13906","ME16",60,"VIR"
"770","VIR13906","RM19",100,"VIR"
"771","VIR13909","CR15",0,"VIR"
"772","VIR13909","SP15",50,"VIR"
"773","VIR13909","CR16",0,"VIR"
"774","VIR13909","SP16",0,"VIR"
"775","VIR13909","AB16",90.4761904761905,"VIR"
"776","VIR13909","AL16",50,"VIR"
"777","VIR13909","BZ16",100,"VIR"
"778","VIR13909","IT16",98,"VIR"
"779","VIR13909","ME16",30,"VIR"
"780","VIR13909","RM19",90,"VIR"
"781","VIR13912","CR15",0,"VIR"
"782","VIR13912","SP15",60,"VIR"
"783","VIR13912","CR16",0,"VIR"
"784","VIR13912","SP16",0,"VIR"
"785","VIR13912","AB16",90,"VIR"
"786","VIR13912","AL16",50,"VIR"
"787","VIR13912","BZ16",100,"VIR"
"788","VIR13912","IT16",100,"VIR"
"789","VIR13912","ME16",30,"VIR"
"790","VIR13912","RM19",100,"VIR"
"791","VIR13914","CR15",0,"VIR"
"792","VIR13914","SP15",60,"VIR"
"793","VIR13914","CR16",0,"VIR"
"794","VIR13914","SP16",0,"VIR"
"795","VIR13914","AB16",10,"VIR"
"796","VIR13914","AL16",70,"VIR"
"797","VIR13914","BZ16",100,"VIR"
"798","VIR13914","IT16",98,"VIR"
"799","VIR13914","ME16",50,"VIR"
"800","VIR13914","RM19",80,"VIR"
"801","VIR13916","CR15",0,"VIR"
"802","VIR13916","SP15",60,"VIR"
"803","VIR13916","CR16",0,"VIR"
"804","VIR13916","SP16",0,"VIR"
"805","VIR13916","AB16",85.7142857142857,"VIR"
"806","VIR13916","AL16",30,"VIR"
"807","VIR13916","BZ16",100,"VIR"
"808","VIR13916","IT16",100,"VIR"
"809","VIR13916","ME16",40,"VIR"
"810","VIR13916","RM19",60,"VIR"
"811","VIR13937","CR15",0,"VIR"
"812","VIR13937","SP15",60,"VIR"
"813","VIR13937","CR16",0,"VIR"
"814","VIR13937","SP16",0,"VIR"
"815","VIR13937","AB16",40,"VIR"
"816","VIR13937","AL16",70,"VIR"
"817","VIR13937","BZ16",100,"VIR"
"818","VIR13937","IT16",98,"VIR"
"819","VIR13937","ME16",30,"VIR"
"820","VIR13937","RM19",100,"VIR"
"821","VIR13952","CR15",0,"VIR"
"822","VIR13952","SP15",60,"VIR"
"823","VIR13952","CR16",0,"VIR"
"824","VIR13952","SP16",0,"VIR"
"825","VIR13952","AB16",50,"VIR"
"826","VIR13952","AL16",40,"VIR"
"827","VIR13952","BZ16",100,"VIR"
"828","VIR13952","IT16",98,"VIR"
"829","VIR13952","ME16",50,"VIR"
"830","VIR13952","RM19",70,"VIR"
"831","VIR13965","CR15",0,"VIR"
"832","VIR13965","SP15",60,"VIR"
"833","VIR13965","CR16",0,"VIR"
"834","VIR13965","SP16",0,"VIR"
"835","VIR13965","AB16",80,"VIR"
"836","VIR13965","AL16",70,"VIR"
"837","VIR13965","BZ16",100,"VIR"
"838","VIR13965","IT16",98,"VIR"
"839","VIR13965","ME16",50,"VIR"
"840","VIR13965","RM19",90,"VIR"
"841","VIR13966","CR15",0,"VIR"
"842","VIR13966","SP15",60,"VIR"
"843","VIR13966","CR16",0,"VIR"
"844","VIR13966","SP16",0,"VIR"
"845","VIR13966","AB16",90,"VIR"
"846","VIR13966","AL16",60,"VIR"
"847","VIR13966","BZ16",100,"VIR"
"848","VIR13966","IT16",98,"VIR"
"849","VIR13966","ME16",30,"VIR"
"850","VIR13966","RM19",100,"VIR"
"851","VIR13968","CR15",0,"VIR"
"852","VIR13968","SP15",60,"VIR"
"853","VIR13968","CR16",0,"VIR"
"854","VIR13968","SP16",0,"VIR"
"855","VIR13968","AB16",30,"VIR"
"856","VIR13968","AL16",50,"VIR"
"857","VIR13968","BZ16",100,"VIR"
"858","VIR13968","IT16",98,"VIR"
"859","VIR13968","ME16",30,"VIR"
"860","VIR13968","RM19",100,"VIR"
"861","VIR13971","CR15",0,"VIR"
"862","VIR13971","SP15",60,"VIR"
"863","VIR13971","CR16",0,"VIR"
"864","VIR13971","SP16",0,"VIR"
"865","VIR13971","AB16",100,"VIR"
"866","VIR13971","AL16",60,"VIR"
"867","VIR13971","BZ16",100,"VIR"
"868","VIR13971","IT16",100,"VIR"
"869","VIR13971","ME16",60,"VIR"
"870","VIR13971","RM19",100,"VIR"
"871","VIR13976","CR15",0,"VIR"
"872","VIR13976","SP15",60,"VIR"
"873","VIR13976","CR16",0,"VIR"
"874","VIR13976","SP16",0,"VIR"
"875","VIR13976","AB16",100,"VIR"
"876","VIR13976","AL16",60,"VIR"
"877","VIR13976","BZ16",100,"VIR"
"878","VIR13976","IT16",100,"VIR"
"879","VIR13976","ME16",60,"VIR"
"880","VIR13976","RM19",100,"VIR"
"881","VIR14004","CR15",0,"VIR"
"882","VIR14004","SP15",60,"VIR"
"883","VIR14004","CR16",0,"VIR"
"884","VIR14004","SP16",0,"VIR"
"885","VIR14004","AB16",90,"VIR"
"886","VIR14004","AL16",70,"VIR"
"887","VIR14004","BZ16",100,"VIR"
"888","VIR14004","IT16",95,"VIR"
"889","VIR14004","ME16",40,"VIR"
"890","VIR14004","RM19",100,"VIR"
"891","VIR14015","CR15",0,"VIR"
"892","VIR14015","SP15",60,"VIR"
"893","VIR14015","CR16",0,"VIR"
"894","VIR14015","SP16",0,"VIR"
"895","VIR14015","AB16",90,"VIR"
"896","VIR14015","AL16",60,"VIR"
"897","VIR14015","BZ16",100,"VIR"
"898","VIR14015","IT16",100,"VIR"
"899","VIR14015","ME16",50,"VIR"
"900","VIR14015","RM19",100,"VIR"
"901","VIR14026","CR15",0,"VIR"
"902","VIR14026","SP15",60,"VIR"
"903","VIR14026","CR16",0,"VIR"
"904","VIR14026","SP16",0,"VIR"
"905","VIR14026","AB16",90,"VIR"
"906","VIR14026","AL16",70,"VIR"
"907","VIR14026","BZ16",100,"VIR"
"908","VIR14026","IT16",100,"VIR"
"909","VIR14026","ME16",40,"VIR"
"910","VIR14026","RM19",100,"VIR"
"911","VIR14030","CR15",0,"VIR"
"912","VIR14030","SP15",60,"VIR"
"913","VIR14030","CR16",0,"VIR"
"914","VIR14030","SP16",0,"VIR"
"915","VIR14030","AB16",80,"VIR"
"916","VIR14030","AL16",60,"VIR"
"917","VIR14030","BZ16",100,"VIR"
"918","VIR14030","IT16",100,"VIR"
"919","VIR14030","ME16",30,"VIR"
"920","VIR14030","RM19",100,"VIR"
"921","VIR14031","CR15",0,"VIR"
"922","VIR14031","SP15",60,"VIR"
"923","VIR14031","CR16",0,"VIR"
"924","VIR14031","SP16",0,"VIR"
"925","VIR14031","AB16",90,"VIR"
"926","VIR14031","AL16",60,"VIR"
"927","VIR14031","BZ16",100,"VIR"
"928","VIR14031","IT16",100,"VIR"
"929","VIR14031","ME16",40,"VIR"
"930","VIR14031","RM19",100,"VIR"
"931","VIR14057","CR15",0,"VIR"
"932","VIR14057","SP15",60,"VIR"
"933","VIR14057","CR16",0,"VIR"
"934","VIR14057","SP16",0,"VIR"
"935","VIR14057","AB16",70,"VIR"
"936","VIR14057","AL16",60,"VIR"
"937","VIR14057","BZ16",100,"VIR"
"938","VIR14057","IT16",100,"VIR"
"939","VIR14057","ME16",30,"VIR"
"940","VIR14057","RM19",100,"VIR"
"941","VIR14059","CR15",0,"VIR"
"942","VIR14059","SP15",60,"VIR"
"943","VIR14059","CR16",0,"VIR"
"944","VIR14059","SP16",0,"VIR"
"945","VIR14059","AB16",50,"VIR"
"946","VIR14059","AL16",70,"VIR"
"947","VIR14059","BZ16",100,"VIR"
"948","VIR14059","IT16",98,"VIR"
"949","VIR14059","ME16",60,"VIR"
"950","VIR14059","RM19",100,"VIR"
"951","VIR14066","CR15",0,"VIR"
"952","VIR14066","SP15",60,"VIR"
"953","VIR14066","CR16",0,"VIR"
"954","VIR14066","SP16",0,"VIR"
"955","VIR14066","AB16",80,"VIR"
"956","VIR14066","AL16",80,"VIR"
"957","VIR14066","BZ16",100,"VIR"
"958","VIR14066","IT16",100,"VIR"
"959","VIR14066","ME16",60,"VIR"
"960","VIR14066","RM19",100,"VIR"
"961","VIR14081","CR15",0,"VIR"
"962","VIR14081","SP15",60,"VIR"
"963","VIR14081","CR16",0,"VIR"
"964","VIR14081","SP16",0,"VIR"
"965","VIR14081","AB16",80,"VIR"
"966","VIR14081","AL16",70,"VIR"
"967","VIR14081","BZ16",100,"VIR"
"968","VIR14081","IT16",90,"VIR"
"969","VIR14081","ME16",50,"VIR"
"970","VIR14081","RM19",100,"VIR"
"971","VIR14082","CR15",0,"VIR"
"972","VIR14082","SP15",60,"VIR"
"973","VIR14082","CR16",0,"VIR"
"974","VIR14082","SP16",0,"VIR"
"975","VIR14082","AB16",60,"VIR"
"976","VIR14082","AL16",60,"VIR"
"977","VIR14082","BZ16",100,"VIR"
"978","VIR14082","IT16",100,"VIR"
"979","VIR14082","ME16",60,"VIR"
"980","VIR14082","RM19",100,"VIR"
"981","VIR14083","CR15",0,"VIR"
"982","VIR14083","SP15",60,"VIR"
"983","VIR14083","CR16",0,"VIR"
"984","VIR14083","SP16",0,"VIR"
"985","VIR14083","AB16",100,"VIR"
"986","VIR14083","AL16",60,"VIR"
"987","VIR14083","BZ16",100,"VIR"
"988","VIR14083","IT16",100,"VIR"
"989","VIR14083","ME16",70,"VIR"
"990","VIR14083","RM19",100,"VIR"
"991","VIR14087","CR15",0,"VIR"
"992","VIR14087","SP15",60,"VIR"
"993","VIR14087","CR16",0,"VIR"
"994","VIR14087","SP16",0,"VIR"
"995","VIR14087","AB16",90.4761904761905,"VIR"
"996","VIR14087","AL16",50,"VIR"
"997","VIR14087","BZ16",100,"VIR"
"998","VIR14087","IT16",98,"VIR"
"999","VIR14087","ME16",40,"VIR"
"1000","VIR14087","RM19",100,"VIR"
"1001","VIR14097","CR15",0,"VIR"
"1002","VIR14097","SP15",60,"VIR"
"1003","VIR14097","CR16",0,"VIR"
"1004","VIR14097","SP16",0,"VIR"
"1005","VIR14097","AB16",80,"VIR"
"1006","VIR14097","AL16",80,"VIR"
"1007","VIR14097","BZ16",100,"VIR"
"1008","VIR14097","IT16",95,"VIR"
"1009","VIR14097","ME16",70,"VIR"
"1010","VIR14097","RM19",90,"VIR"
"1011","VIR14104","CR15",0,"VIR"
"1012","VIR14104","SP15",60,"VIR"
"1013","VIR14104","CR16",0,"VIR"
"1014","VIR14104","SP16",0,"VIR"
"1015","VIR14104","AB16",40,"VIR"
"1016","VIR14104","AL16",80,"VIR"
"1017","VIR14104","BZ16",100,"VIR"
"1018","VIR14104","IT16",100,"VIR"
"1019","VIR14104","ME16",30,"VIR"
"1020","VIR14104","RM19",100,"VIR"
"1021","VIR14119","CR15",0,"VIR"
"1022","VIR14119","SP15",60,"VIR"
"1023","VIR14119","CR16",0,"VIR"
"1024","VIR14119","SP16",0,"VIR"
"1025","VIR14119","AB16",50,"VIR"
"1026","VIR14119","AL16",50,"VIR"
"1027","VIR14119","BZ16",100,"VIR"
"1028","VIR14119","IT16",100,"VIR"
"1029","VIR14119","ME16",60,"VIR"
"1030","VIR14119","RM19",100,"VIR"
"1031","VIR14120","CR15",0,"VIR"
"1032","VIR14120","SP15",60,"VIR"
"1033","VIR14120","CR16",0,"VIR"
"1034","VIR14120","SP16",0,"VIR"
"1035","VIR14120","AB16",60,"VIR"
"1036","VIR14120","AL16",70,"VIR"
"1037","VIR14120","BZ16",100,"VIR"
"1038","VIR14120","IT16",98,"VIR"
"1039","VIR14120","ME16",20,"VIR"
"1040","VIR14120","RM19",90,"VIR"
"1041","VIR14127","CR15",0,"VIR"
"1042","VIR14127","SP15",60,"VIR"
"1043","VIR14127","CR16",0,"VIR"
"1044","VIR14127","SP16",0,"VIR"
"1045","VIR14127","AB16",70,"VIR"
"1046","VIR14127","AL16",70,"VIR"
"1047","VIR14127","BZ16",100,"VIR"
"1048","VIR14127","IT16",100,"VIR"
"1049","VIR14127","ME16",40,"VIR"
"1050","VIR14127","RM19",80,"VIR"
"1051","VIR14136","CR15",0,"VIR"
"1052","VIR14136","SP15",60,"VIR"
"1053","VIR14136","CR16",0,"VIR"
"1054","VIR14136","SP16",0,"VIR"
"1055","VIR14136","AB16",90,"VIR"
"1056","VIR14136","AL16",50,"VIR"
"1057","VIR14136","BZ16",100,"VIR"
"1058","VIR14136","IT16",98,"VIR"
"1059","VIR14136","ME16",70,"VIR"
"1060","VIR14136","RM19",100,"VIR"
"1061","VIR14223","CR15",0,"VIR"
"1062","VIR14223","SP15",60,"VIR"
"1063","VIR14223","CR16",0,"VIR"
"1064","VIR14223","SP16",0,"VIR"
"1065","VIR14223","AB16",80,"VIR"
"1066","VIR14223","AL16",40,"VIR"
"1067","VIR14223","BZ16",100,"VIR"
"1068","VIR14223","IT16",95,"VIR"
"1069","VIR14223","ME16",30,"VIR"
"1070","VIR14223","RM19",90,"VIR"
"1071","VIR14249","CR15",0,"VIR"
"1072","VIR14249","SP15",60,"VIR"
"1073","VIR14249","CR16",0,"VIR"
"1074","VIR14249","SP16",0,"VIR"
"1075","VIR14249","AB16",90,"VIR"
"1076","VIR14249","AL16",50,"VIR"
"1077","VIR14249","BZ16",100,"VIR"
"1078","VIR14249","IT16",95,"VIR"
"1079","VIR14249","ME16",25,"VIR"
"1080","VIR14249","RM19",100,"VIR"
"1081","VIR14333","CR15",0,"VIR"
"1082","VIR14333","SP15",60,"VIR"
"1083","VIR14333","CR16",0,"VIR"
"1084","VIR14333","SP16",0,"VIR"
"1085","VIR14333","AB16",70,"VIR"
"1086","VIR14333","AL16",30,"VIR"
"1087","VIR14333","BZ16",100,"VIR"
"1088","VIR14333","IT16",100,"VIR"
"1089","VIR14333","ME16",70,"VIR"
"1090","VIR14333","RM19",100,"VIR"
"1091","VIR14454","CR15",0,"VIR"
"1092","VIR14454","SP15",60,"VIR"
"1093","VIR14454","CR16",0,"VIR"
"1094","VIR14454","SP16",0,"VIR"
"1095","VIR14454","AB16",30,"VIR"
"1096","VIR14454","AL16",50,"VIR"
"1097","VIR14454","BZ16",100,"VIR"
"1098","VIR14454","IT16",90,"VIR"
"1099","VIR14454","ME16",70,"VIR"
"1100","VIR14454","RM19",80,"VIR"
"1101","VIR14500","CR15",0,"VIR"
"1102","VIR14500","SP15",60,"VIR"
"1103","VIR14500","CR16",0,"VIR"
"1104","VIR14500","SP16",0,"VIR"
"1105","VIR14500","AB16",90,"VIR"
"1106","VIR14500","AL16",40,"VIR"
"1107","VIR14500","BZ16",100,"VIR"
"1108","VIR14500","IT16",100,"VIR"
"1109","VIR14500","ME16",40,"VIR"
"1110","VIR14500","RM19",100,"VIR"
"1111","VIR14501","CR15",0,"VIR"
"1112","VIR14501","SP15",60,"VIR"
"1113","VIR14501","CR16",0,"VIR"
"1114","VIR14501","SP16",0,"VIR"
"1115","VIR14501","AB16",90,"VIR"
"1116","VIR14501","AL16",40,"VIR"
"1117","VIR14501","BZ16",100,"VIR"
"1118","VIR14501","IT16",100,"VIR"
"1119","VIR14501","ME16",50,"VIR"
"1120","VIR14501","RM19",100,"VIR"
"1121","VIR14523","CR15",0,"VIR"
"1122","VIR14523","SP15",60,"VIR"
"1123","VIR14523","CR16",0,"VIR"
"1124","VIR14523","SP16",0,"VIR"
"1125","VIR14523","AB16",90,"VIR"
"1126","VIR14523","AL16",60,"VIR"
"1127","VIR14523","BZ16",100,"VIR"
"1128","VIR14523","IT16",98,"VIR"
"1129","VIR14523","ME16",30,"VIR"
"1130","VIR14523","RM19",100,"VIR"
"1131","VIR14526","CR15",0,"VIR"
"1132","VIR14526","SP15",60,"VIR"
"1133","VIR14526","CR16",0,"VIR"
"1134","VIR14526","SP16",0,"VIR"
"1135","VIR14526","AB16",90,"VIR"
"1136","VIR14526","AL16",25,"VIR"
"1137","VIR14526","BZ16",100,"VIR"
"1138","VIR14526","IT16",100,"VIR"
"1139","VIR14526","ME16",40,"VIR"
"1140","VIR14526","RM19",100,"VIR"
"1141","VIR14532","CR15",0,"VIR"
"1142","VIR14532","SP15",60,"VIR"
"1143","VIR14532","CR16",0,"VIR"
"1144","VIR14532","SP16",0,"VIR"
"1145","VIR14532","AB16",80,"VIR"
"1146","VIR14532","AL16",60,"VIR"
"1147","VIR14532","BZ16",100,"VIR"
"1148","VIR14532","IT16",98,"VIR"
"1149","VIR14532","ME16",50,"VIR"
"1150","VIR14532","RM19",100,"VIR"
"1151","VIR14962","CR15",0,"VIR"
"1152","VIR14962","SP15",60,"VIR"
"1153","VIR14962","CR16",0,"VIR"
"1154","VIR14962","SP16",0,"VIR"
"1155","VIR14962","AB16",90,"VIR"
"1156","VIR14962","AL16",90,"VIR"
"1157","VIR14962","BZ16",100,"VIR"
"1158","VIR14962","IT16",100,"VIR"
"1159","VIR14962","ME16",30,"VIR"
"1160","VIR14962","RM19",80,"VIR"
"1161","VIR15394","CR15",0,"VIR"
"1162","VIR15394","SP15",60,"VIR"
"1163","VIR15394","CR16",0,"VIR"
"1164","VIR15394","SP16",0,"VIR"
"1165","VIR15394","AB16",100,"VIR"
"1166","VIR15394","AL16",40,"VIR"
"1167","VIR15394","BZ16",100,"VIR"
"1168","VIR15394","IT16",100,"VIR"
"1169","VIR15394","ME16",30,"VIR"
"1170","VIR15394","RM19",80,"VIR"
"1171","VIR15396","CR15",0,"VIR"
"1172","VIR15396","SP15",60,"VIR"
"1173","VIR15396","CR16",0,"VIR"
"1174","VIR15396","SP16",0,"VIR"
"1175","VIR15396","AB16",80,"VIR"
"1176","VIR15396","AL16",60,"VIR"
"1177","VIR15396","BZ16",100,"VIR"
"1178","VIR15396","IT16",98,"VIR"
"1179","VIR15396","ME16",40,"VIR"
"1180","VIR15396","RM19",60,"VIR"
"1181","VIR15566","CR15",0,"VIR"
"1182","VIR15566","SP15",60,"VIR"
"1183","VIR15566","CR16",0,"VIR"
"1184","VIR15566","SP16",0,"VIR"
"1185","VIR15566","AB16",90,"VIR"
"1186","VIR15566","AL16",60,"VIR"
"1187","VIR15566","BZ16",100,"VIR"
"1188","VIR15566","IT16",100,"VIR"
"1189","VIR15566","ME16",80,"VIR"
"1190","VIR15566","RM19",100,"VIR"
"1191","VIR15604","CR15",0,"VIR"
"1192","VIR15604","SP15",60,"VIR"
"1193","VIR15604","CR16",0,"VIR"
"1194","VIR15604","SP16",0,"VIR"
"1195","VIR15604","AB16",90,"VIR"
"1196","VIR15604","AL16",70,"VIR"
"1197","VIR15604","BZ16",100,"VIR"
"1198","VIR15604","IT16",90,"VIR"
"1199","VIR15604","ME16",80,"VIR"
"1200","VIR15604","RM19",100,"VIR"
"1201","VIR16115","CR15",0,"VIR"
"1202","VIR16115","SP15",60,"VIR"
"1203","VIR16115","CR16",0,"VIR"
"1204","VIR16115","SP16",0,"VIR"
"1205","VIR16115","AB16",70,"VIR"
"1206","VIR16115","AL16",80,"VIR"
"1207","VIR16115","BZ16",100,"VIR"
"1208","VIR16115","IT16",98,"VIR"
"1209","VIR16115","ME16",30,"VIR"
"1210","VIR16115","RM19",90,"VIR"
"1211","VIR16455","CR15",0,"VIR"
"1212","VIR16455","SP15",60,"VIR"
"1213","VIR16455","CR16",0,"VIR"
"1214","VIR16455","SP16",0,"VIR"
"1215","VIR16455","AB16",70,"VIR"
"1216","VIR16455","AL16",90,"VIR"
"1217","VIR16455","BZ16",100,"VIR"
"1218","VIR16455","IT16",100,"VIR"
"1219","VIR16455","ME16",40,"VIR"
"1220","VIR16455","RM19",90,"VIR"
"1221","VIR16676","CR15",0,"VIR"
"1222","VIR16676","SP15",60,"VIR"
"1223","VIR16676","CR16",0,"VIR"
"1224","VIR16676","SP16",0,"VIR"
"1225","VIR16676","AB16",70,"VIR"
"1226","VIR16676","AL16",50,"VIR"
"1227","VIR16676","BZ16",100,"VIR"
"1228","VIR16676","IT16",10,"VIR"
"1229","VIR16676","ME16",40,"VIR"
"1230","VIR16676","RM19",80,"VIR"
"1231","VIR16947","CR15",0,"VIR"
"1232","VIR16947","SP15",60,"VIR"
"1233","VIR16947","CR16",0,"VIR"
"1234","VIR16947","SP16",0,"VIR"
"1235","VIR16947","AB16",80,"VIR"
"1236","VIR16947","AL16",60,"VIR"
"1237","VIR16947","BZ16",100,"VIR"
"1238","VIR16947","IT16",95,"VIR"
"1239","VIR16947","ME16",80,"VIR"
"1240","VIR16947","RM19",100,"VIR"
"1241","VIR17222","CR15",0,"VIR"
"1242","VIR17222","SP15",60,"VIR"
"1243","VIR17222","CR16",0,"VIR"
"1244","VIR17222","SP16",0,"VIR"
"1245","VIR17222","AB16",80,"VIR"
"1246","VIR17222","AL16",60,"VIR"
"1247","VIR17222","BZ16",100,"VIR"
"1248","VIR17222","IT16",100,"VIR"
"1249","VIR17222","ME16",20,"VIR"
"1250","VIR17222","RM19",100,"VIR"
"1251","VIR17593","CR15",0,"VIR"
"1252","VIR17593","SP15",60,"VIR"
"1253","VIR17593","CR16",0,"VIR"
"1254","VIR17593","SP16",0,"VIR"
"1255","VIR17593","AB16",60,"VIR"
"1256","VIR17593","AL16",40,"VIR"
"1257","VIR17593","BZ16",100,"VIR"
"1258","VIR17593","IT16",70,"VIR"
"1259","VIR17593","ME16",20,"VIR"
"1260","VIR17593","RM19",80,"VIR"
"1261","VIR17623","CR15",0,"VIR"
"1262","VIR17623","SP15",60,"VIR"
"1263","VIR17623","CR16",0,"VIR"
"1264","VIR17623","SP16",0,"VIR"
"1265","VIR17623","AB16",60,"VIR"
"1266","VIR17623","AL16",10,"VIR"
"1267","VIR17623","BZ16",25,"VIR"
"1268","VIR17623","IT16",5,"VIR"
"1269","VIR17623","ME16",0,"VIR"
"1270","VIR17623","RM19",90,"VIR"
"1271","VIR17625","CR15",0,"VIR"
"1272","VIR17625","SP15",60,"VIR"
"1273","VIR17625","CR16",0,"VIR"
"1274","VIR17625","SP16",0,"VIR"
"1275","VIR17625","AB16",90,"VIR"
"1276","VIR17625","AL16",90,"VIR"
"1277","VIR17625","BZ16",100,"VIR"
"1278","VIR17625","IT16",98,"VIR"
"1279","VIR17625","ME16",60,"VIR"
"1280","VIR17625","RM19",100,"VIR"
"1281","VIR17627","CR15",0,"VIR"
"1282","VIR17627","SP15",60,"VIR"
"1283","VIR17627","CR16",0,"VIR"
"1284","VIR17627","SP16",0,"VIR"
"1285","VIR17627","AB16",50,"VIR"
"1286","VIR17627","AL16",10,"VIR"
"1287","VIR17627","BZ16",100,"VIR"
"1288","VIR17627","IT16",60,"VIR"
"1289","VIR17627","ME16",50,"VIR"
"1290","VIR17627","RM19",100,"VIR"
"1291","VIR17631","CR15",0,"VIR"
"1292","VIR17631","SP15",60,"VIR"
"1293","VIR17631","CR16",0,"VIR"
"1294","VIR17631","SP16",0,"VIR"
"1295","VIR17631","AB16",50,"VIR"
"1296","VIR17631","AL16",25,"VIR"
"1297","VIR17631","BZ16",100,"VIR"
"1298","VIR17631","IT16",90,"VIR"
"1299","VIR17631","ME16",60,"VIR"
"1300","VIR17631","RM19",80,"VIR"
"1301","VIR17632","CR15",0,"VIR"
"1302","VIR17632","SP15",60,"VIR"
"1303","VIR17632","CR16",0,"VIR"
"1304","VIR17632","SP16",0,"VIR"
"1305","VIR17632","AB16",70,"VIR"
"1306","VIR17632","AL16",80,"VIR"
